model,mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,prompt_hash,oom
Qwen/Qwen2.5-3B,semantic,16,32000,4,2000,2000,0.062455,0,indigo clock,19432,19451,sparse,CORRECT,6390716,0.849,347b32082096,False
Qwen/Qwen2.5-3B,semantic,16,32000,4,2600,2600,0.081187,0,indigo clock,19432,19451,sparse,CORRECT,6390716,0.885,347b32082096,False
Qwen/Qwen2.5-3B,semantic,16,32000,4,3500,3500,0.109285,0,indigo clock,19432,19451,sparse,CORRECT,6390716,0.903,347b32082096,False
Qwen/Qwen2.5-3B,semantic,16,32000,4,5200,5200,0.162358,0,indigo clock,19432,19451,sparse,CORRECT,6390716,0.953,347b32082096,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,dense,-,-,-,indigo skylight,27548,27569,dense,CORRECT,9050108,,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,1300,1300,0.040596,0,indigo skylight,27548,27569,sparse,CORRECT,9050108,0.851,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,2000,2000,0.062447,0,indigo skylight,27548,27569,sparse,CORRECT,9050108,0.894,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,2600,2600,0.081177,0,indigo skylight,27548,27569,sparse,CORRECT,9050108,0.915,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,3500,3500,0.109271,0,indigo skylight,27548,27569,sparse,CORRECT,9050108,0.929,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,5,5200,5200,0.162338,0,indigo skylight,27548,27569,sparse,CORRECT,9050108,0.962,48a672267f17,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,dense,-,-,-,indigo skylight,26084,26105,dense,CORRECT,5970004,,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,1300,1300,0.040596,0,indigo skylight,26084,26105,sparse,CORRECT,5970004,0.858,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,2000,2000,0.062447,0,indigo skylight,26084,26105,sparse,CORRECT,5970004,0.892,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,2600,2600,0.081177,0,indigo skylight,26084,26105,sparse,CORRECT,5970004,0.932,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,3500,3500,0.109271,0,indigo skylight,26084,26105,sparse,CORRECT,5970004,0.951,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,6,5200,5200,0.162338,0,indigo skylight,26084,26105,sparse,CORRECT,5970004,0.972,fd1bdad895e8,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,dense,-,-,-,indigo banister,20794,20814,dense,CORRECT,7126013,,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,1300,1300,0.040599,0,indigo banister,20794,20814,sparse,CORRECT,7126013,0.717,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,2000,2000,0.062451,0,indigo banister,20794,20814,sparse,CORRECT,7126013,0.764,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,2600,2600,0.081182,0,indigo banister,20794,20814,sparse,CORRECT,7126013,0.809,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,3500,3500,0.109278,0,indigo banister,20794,20814,sparse,CORRECT,7126013,0.844,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,7,5200,5200,0.162348,0,indigo banister,20794,20814,sparse,CORRECT,7126013,0.908,242f2bf9c2d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,dense,-,-,-,olive mural,43,61,dense,WRONG_NEEDLE,9526350,,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,1300,1300,0.040604,0,olive mural,43,61,sparse,CORRECT,9920704,0.733,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,2000,2000,0.062459,0,olive mural,43,61,sparse,WRONG_NEEDLE,9526350,0.778,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,2600,2600,0.081192,0,olive mural,43,61,sparse,WRONG_NEEDLE,9526350,0.807,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,3500,3500,0.109292,0,olive mural,43,61,sparse,WRONG_NEEDLE,9526350,0.835,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,8,5200,5200,0.162368,0,olive mural,43,61,sparse,WRONG_NEEDLE,9526350,0.873,23b520ee6bab,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,dense,-,-,-,blue carpet,1242,1260,dense,WRONG_NEEDLE,7469439,,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,1300,1300,0.040604,0,blue carpet,1242,1260,sparse,WRONG_NEEDLE,7469439,0.622,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,2000,2000,0.062459,0,blue carpet,1242,1260,sparse,WRONG_NEEDLE,7469439,0.679,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,2600,2600,0.081192,0,blue carpet,1242,1260,sparse,WRONG_NEEDLE,7469439,0.710,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,3500,3500,0.109292,0,blue carpet,1242,1260,sparse,WRONG_NEEDLE,7469439,0.753,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,9,5200,5200,0.162368,0,blue carpet,1242,1260,sparse,WRONG_NEEDLE,7469439,0.807,00729f70bf92,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,dense,-,-,-,grey banister,16663,16682,dense,CORRECT,5057285,,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,1300,1300,0.040601,0,grey banister,16663,16682,sparse,CORRECT,5057285,0.738,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,2000,2000,0.062455,0,grey banister,16663,16682,sparse,CORRECT,5057285,0.790,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,2600,2600,0.081187,0,grey banister,16663,16682,sparse,CORRECT,5057285,0.826,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,3500,3500,0.109285,0,grey banister,16663,16682,sparse,CORRECT,5057285,0.868,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,10,5200,5200,0.162358,0,grey banister,16663,16682,sparse,CORRECT,5057285,0.929,10fc34a41375,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,dense,-,-,-,indigo ledge,3191,3210,dense,CORRECT,9077056,,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,1300,1300,0.040601,0,indigo ledge,3191,3210,sparse,CORRECT,9077056,0.816,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,2000,2000,0.062455,0,indigo ledge,3191,3210,sparse,CORRECT,9077056,0.873,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,2600,2600,0.081187,0,indigo ledge,3191,3210,sparse,CORRECT,9077056,0.887,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,3500,3500,0.109285,0,indigo ledge,3191,3210,sparse,CORRECT,9077056,0.908,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,11,5200,5200,0.162358,0,indigo ledge,3191,3210,sparse,CORRECT,9077056,0.939,33ee669117ae,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,dense,-,-,-,teal carpet,25114,25132,dense,CORRECT,8489956,,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,1300,1300,0.040604,0,teal carpet,25114,25132,sparse,CORRECT,8489956,0.778,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,2000,2000,0.062459,0,teal carpet,25114,25132,sparse,CORRECT,8489956,0.833,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,2600,2600,0.081192,0,teal carpet,25114,25132,sparse,CORRECT,8489956,0.872,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,3500,3500,0.109292,0,teal carpet,25114,25132,sparse,CORRECT,8489956,0.906,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,12,5200,5200,0.162368,0,teal carpet,25114,25132,sparse,CORRECT,8489956,0.943,b855d10116bb,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,dense,-,-,-,scarlet shutter,27570,27589,dense,CORRECT,9839194,,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,1300,1300,0.040601,0,scarlet shutter,27570,27589,sparse,CORRECT,9839194,0.882,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,2000,2000,0.062455,0,scarlet shutter,27570,27589,sparse,CORRECT,9839194,0.911,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,2600,2600,0.081187,0,scarlet shutter,27570,27589,sparse,CORRECT,9839194,0.927,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,3500,3500,0.109285,0,scarlet shutter,27570,27589,sparse,CORRECT,9839194,0.946,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,13,5200,5200,0.162358,0,scarlet shutter,27570,27589,sparse,CORRECT,9839194,0.974,3d64ecd4e090,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,dense,-,-,-,blue floor,20918,20936,dense,CORRECT,9977440,,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,1300,1300,0.040604,0,blue floor,20918,20936,sparse,CORRECT,9977440,0.811,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,2000,2000,0.062459,0,blue floor,20918,20936,sparse,CORRECT,9977440,0.861,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,2600,2600,0.081192,0,blue floor,20918,20936,sparse,CORRECT,9977440,0.889,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,3500,3500,0.109292,0,blue floor,20918,20936,sparse,CORRECT,9977440,0.906,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,14,5200,5200,0.162368,0,blue floor,20918,20936,sparse,CORRECT,9977440,0.950,c2f9bfdb7498,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,dense,-,-,-,green fountain,8231,8249,dense,CORRECT,3821594,,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,1300,1300,0.040604,0,green fountain,8231,8249,sparse,CORRECT,3821594,0.609,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,2000,2000,0.062459,0,green fountain,8231,8249,sparse,CORRECT,3821594,0.670,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,2600,2600,0.081192,0,green fountain,8231,8249,sparse,CORRECT,3821594,0.715,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,3500,3500,0.109292,0,green fountain,8231,8249,sparse,CORRECT,3821594,0.748,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,15,5200,5200,0.162368,0,green fountain,8231,8249,sparse,CORRECT,3821594,0.816,6cf6e46d5f2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,dense,-,-,-,olive fountain,13252,13270,dense,CORRECT,8145034,,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,1300,1300,0.040604,0,olive fountain,13252,13270,sparse,CORRECT,8145034,0.799,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,2000,2000,0.062459,0,olive fountain,13252,13270,sparse,CORRECT,8145034,0.840,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,2600,2600,0.081192,0,olive fountain,13252,13270,sparse,CORRECT,8145034,0.863,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,3500,3500,0.109292,0,olive fountain,13252,13270,sparse,CORRECT,8145034,0.908,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,16,5200,5200,0.162368,0,olive fountain,13252,13270,sparse,CORRECT,8145034,0.941,a17a165ca2a3,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,dense,-,-,-,black cabinet,31889,31907,dense,CORRECT,9359861,,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,1300,1300,0.040604,0,black cabinet,31889,31907,sparse,CORRECT,9359861,0.993,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,2000,2000,0.062459,0,black cabinet,31889,31907,sparse,CORRECT,9359861,0.997,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,2600,2600,0.081192,0,black cabinet,31889,31907,sparse,CORRECT,9359861,0.997,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,3500,3500,0.109292,0,black cabinet,31889,31907,sparse,CORRECT,9359861,1.000,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,17,5200,5200,0.162368,0,black cabinet,31889,31907,sparse,CORRECT,9359861,1.000,e12d088a8320,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,dense,-,-,-,indigo fountain,16489,16508,dense,CORRECT,6089566,,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,1300,1300,0.040601,0,indigo fountain,16489,16508,sparse,CORRECT,6089566,0.788,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,2000,2000,0.062455,0,indigo fountain,16489,16508,sparse,CORRECT,6089566,0.852,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,2600,2600,0.081187,0,indigo fountain,16489,16508,sparse,CORRECT,6089566,0.889,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,3500,3500,0.109285,0,indigo fountain,16489,16508,sparse,CORRECT,6089566,0.922,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,18,5200,5200,0.162358,0,indigo fountain,16489,16508,sparse,CORRECT,6089566,0.960,d668ca72ec79,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,dense,-,-,-,grey safe,12281,12299,dense,CORRECT,6954994,,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,1300,1300,0.040604,0,grey safe,12281,12299,sparse,CORRECT,6954994,0.755,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,2000,2000,0.062459,0,grey safe,12281,12299,sparse,CORRECT,6954994,0.795,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,2600,2600,0.081192,0,grey safe,12281,12299,sparse,CORRECT,6954994,0.826,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,3500,3500,0.109292,0,grey safe,12281,12299,sparse,CORRECT,6954994,0.856,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,19,5200,5200,0.162368,0,grey safe,12281,12299,sparse,CORRECT,6954994,0.901,e8cd5e34dd0b,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,dense,-,-,-,ivory gate,15753,15771,dense,WRONG_NEEDLE,4665052,,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,1300,1300,0.040604,0,ivory gate,15753,15771,sparse,WRONG_NEEDLE,4665052,0.785,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,2000,2000,0.062459,0,ivory gate,15753,15771,sparse,WRONG_NEEDLE,4665052,0.839,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,2600,2600,0.081192,0,ivory gate,15753,15771,sparse,WRONG_NEEDLE,4665052,0.873,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,3500,3500,0.109292,0,ivory gate,15753,15771,sparse,WRONG_NEEDLE,4665052,0.917,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,20,5200,5200,0.162368,0,ivory gate,15753,15771,sparse,WRONG_NEEDLE,4665052,0.946,45a7987c3827,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,dense,-,-,-,maroon awning,8512,8532,dense,CORRECT,2435970,,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,1300,1300,0.040599,0,maroon awning,8512,8532,sparse,CORRECT,2435970,0.764,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,2000,2000,0.062451,0,maroon awning,8512,8532,sparse,CORRECT,2435970,0.818,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,2600,2600,0.081182,0,maroon awning,8512,8532,sparse,CORRECT,2435970,0.861,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,3500,3500,0.109278,0,maroon awning,8512,8532,sparse,CORRECT,2435970,0.906,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,21,5200,5200,0.162348,0,maroon awning,8512,8532,sparse,CORRECT,2435970,0.950,e0ab1b5203d6,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,dense,-,-,-,scarlet banister,5945,5965,dense,CORRECT,6739197,,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,1300,1300,0.040599,0,scarlet banister,5945,5965,sparse,CORRECT,6739197,0.700,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,2000,2000,0.062451,0,scarlet banister,5945,5965,sparse,CORRECT,6739197,0.755,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,2600,2600,0.081182,0,scarlet banister,5945,5965,sparse,CORRECT,6739197,0.793,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,3500,3500,0.109278,0,scarlet banister,5945,5965,sparse,CORRECT,6739197,0.833,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,22,5200,5200,0.162348,0,scarlet banister,5945,5965,sparse,CORRECT,6739197,0.878,b91984758bf7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,dense,-,-,-,copper awning,21248,21267,dense,CORRECT,8750732,,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,1300,1300,0.040601,0,copper awning,21248,21267,sparse,CORRECT,8750732,0.677,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,2000,2000,0.062455,0,copper awning,21248,21267,sparse,CORRECT,8750732,0.741,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,2600,2600,0.081187,0,copper awning,21248,21267,sparse,CORRECT,8750732,0.778,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,3500,3500,0.109285,0,copper awning,21248,21267,sparse,CORRECT,8750732,0.825,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,23,5200,5200,0.162358,0,copper awning,21248,21267,sparse,CORRECT,8750732,0.877,59dcbb97d0d7,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,dense,-,-,-,ivory floor,565,583,dense,CORRECT,5546941,,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,1300,1300,0.040604,0,ivory floor,565,583,sparse,CORRECT,5546941,0.722,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,2000,2000,0.062459,0,ivory floor,565,583,sparse,CORRECT,5546941,0.759,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,2600,2600,0.081192,0,ivory floor,565,583,sparse,CORRECT,5546941,0.797,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,3500,3500,0.109292,0,ivory floor,565,583,sparse,CORRECT,5546941,0.819,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,24,5200,5200,0.162368,0,ivory floor,565,583,sparse,CORRECT,5546941,0.868,311b3e35850d,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,dense,-,-,-,amber skylight,21415,21435,dense,CORRECT,3247219,,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,1300,1300,0.040599,0,amber skylight,21415,21435,sparse,CORRECT,3247219,0.807,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,2000,2000,0.062451,0,amber skylight,21415,21435,sparse,CORRECT,3247219,0.856,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,2600,2600,0.081182,0,amber skylight,21415,21435,sparse,CORRECT,3247219,0.878,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,3500,3500,0.109278,0,amber skylight,21415,21435,sparse,CORRECT,3247219,0.896,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,25,5200,5200,0.162348,0,amber skylight,21415,21435,sparse,CORRECT,3247219,0.936,6db04407e93c,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,dense,-,-,-,crimson shutter,4114,4132,dense,CORRECT,7396442,,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,1300,1300,0.040604,0,crimson shutter,4114,4132,sparse,CORRECT,7396442,0.712,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,2000,2000,0.062459,0,crimson shutter,4114,4132,sparse,CORRECT,7396442,0.757,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,2600,2600,0.081192,0,crimson shutter,4114,4132,sparse,CORRECT,7396442,0.804,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,3500,3500,0.109292,0,crimson shutter,4114,4132,sparse,CORRECT,7396442,0.844,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,26,5200,5200,0.162368,0,crimson shutter,4114,4132,sparse,CORRECT,7396442,0.878,dcca82e9a7f4,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,dense,-,-,-,white panelling,22576,22595,dense,CORRECT,3484819,,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,1300,1300,0.040601,0,white panelling,22576,22595,sparse,CORRECT,3484819,0.753,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,2000,2000,0.062455,0,white panelling,22576,22595,sparse,CORRECT,3484819,0.812,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,2600,2600,0.081187,0,white panelling,22576,22595,sparse,CORRECT,3484819,0.847,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,3500,3500,0.109285,0,white panelling,22576,22595,sparse,CORRECT,3484819,0.882,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,27,5200,5200,0.162358,0,white panelling,22576,22595,sparse,CORRECT,3484819,0.920,3326b005b1e1,False
Qwen/Qwen2.5-3B,semantic,16,32000,28,dense,-,-,-,copper ledge,13565,13583,dense,WRONG_NEEDLE,3683460,,9c9407dbddcf,False
Qwen/Qwen2.5-3B,semantic,16,32000,28,1300,1300,0.040604,0,copper ledge,13565,13583,sparse,WRONG_NEEDLE,3683460,0.620,9c9407dbddcf,False
Qwen/Qwen2.5-3B,semantic,16,32000,28,2000,2000,0.062459,0,copper ledge,13565,13583,sparse,WRONG_NEEDLE,3683460,0.672,9c9407dbddcf,False
